  126,0.00946468259071733125642,   35,  117,0.49724552828669749127144
   35,0.00470627109488714820418,None,None,None
  117,0.00475841149583018218489,   23,   24,0.49757234607059730446821
   23,0.00236765397154952393632,None,None,None
   24,0.00239075752428065824856,None,None,None
   56,0.00984243085402277360918,None,None,None
  142,0.01995695890191289539883,   57,   58,0.49858425675064066417974
   57,0.00995022552111332267422,None,None,None
   58,0.01000673338079957272462,None,None,None
  191,0.16604685831372109627857,  182,  183,0.48753454133825357974530
  182,0.08095357890863799643633,  165,  166,0.49729738730857320216927
  165,0.04025800328454409021672,   87,  143,0.49798952230919690808975
   87,0.02004806382479219079018,None,None,None
  143,0.02020993945975189942654,   59,  127,0.49889300999708974249103
   59,0.01008259752893458233158,None,None,None
  127,0.01012734193081731882968,   36,   37,0.49499017936251615834564
   36,0.00501293479880079561467,None,None,None
   37,0.00511440713201652321501,None,None,None
  166,0.04069557562409391315850,   88,   89,0.49841808053161817948506
   88,0.02028341068869019686582,None,None,None
   89,0.02041216493540371976212,None,None,None
  183,0.08509327940508309984224,  167,  168,0.49567020158394359263809
  167,0.04217820295615637427034,  144,   90,0.49627031719000674891973
  144,0.02093179015955620378420,   60,   61,0.49294102193933325706254
   60,0.01031813803227131509654,None,None,None
   61,0.01061365212728488868765,None,None,None
   90,0.02124641279660017048614,None,None,None
  168,0.04291507644892672557191,  145,  146,0.49737480718369148080527
  145,0.02134487787405831005216,   62,   63,0.49897756263550874233914
   62,0.01065061513635021453461,None,None,None
   63,0.01069426273770809725228,None,None,None
  146,0.02157019857486841551975,  128,   64,0.49599337433423845711289
  128,0.01069867557620856647616,  118,   38,0.49327082543534778169558
  118,0.00527734453254139444789,   25,  111,0.49270596317071735370519
   25,0.00260017912088952689309,None,None,None
  111,0.00267716541165186755480,  106,  107,0.49544183950657483261892
  106,0.00132637975621217787253,    9,   10,0.49828909439884200294202
    9,0.00066092056755192294705,None,None,None
   10,0.00066545918866025492548,None,None,None
  107,0.00135078565543968989911,   11,  103,0.49305206137183055226103
   11,0.00066600765188603834946,None,None,None
  103,0.00068477800355365154965,    4,  102,0.45525266847982015505636
    4,0.00031174701343408362051,None,None,None
  102,0.00037303099011956792914,    3,  101,0.45003555957771895768005
    3,0.00016787721037829031489,None,None,None
  101,0.00020515377974127764135,  100,    2,0.29606567775884273796549
  100,0.00006073899284388971012,    0,    1,0.41155727331278746383703
    0,0.00002499757427859615813,None,None,None
    1,0.00003574141856529355199,None,None,None
    2,0.00014441478689738792445,None,None,None
   38,0.00542133104366717202827,None,None,None
   64,0.01087152299865985077831,None,None,None
